"","Response.ID","Comments"
"658","v3B6jKfP",""
"659","Q6kgukfx",""
"660","OjkVtylM","So excited about these prospects! I grew up swimming in the PT pool, and now take my 16 month old for swimming lessons in the SAME POOL! I’m thankful it’s there but it’s so in need of some updates. Really looking forward to sharing a new pool with my family and community members! Thanks for doing what you do! We support a new pool!"
"661","iYC4rDSF","The facility should focus first on families, including toddler, youth, and teen options. I would be more likely to support a tax for the cost if the design and programs to be offered were known (including schedules, etc.) and family focused. I’d also be more likely to support a tax for a different larger site that could support more activities, facilities, and parking. Consider a special temporary tax (like seattle did to pay for the new stadium) so residents feel confident the tax will only pay for the facility and once it’s paid for go away"
"662","AjEBz3RC","Don’t ask the full county to help pay for this. Too many folks live too far away, and too many folks are non swimmers. It’s a sure way to sink this before it even gets off the ground. And don’t build something super extravagant trying to be something for everyone. It’s an aquatic facility. Stick to aquatics."
"663","0MCiQY47","We don't want another sales tax increase for a pool we will never use. Senior citizens are being taxed to death these days!"
"664","73EB3yjW","As a disabled veteran, I've found water exercises quite beneficial."
"665","R3DTySES",""
"666","mACiNoso","It needs to support as many people as possible. My answers are for my demographic.  I'd love to be able to swim for fitness!!"
"667","yfCKtY64","I would love a new pool! The Mountain View pool has not been updated since I participated in the middle school swim team 15 years ago and the state of it keeps me from visiting the pool at all in 2025. The cost of a YMCA membership is"
"668","Q9C4dIDB",""
"669","EXB6SUWo",""
"670","7DC48nSO","The facility doesn’t need to become a haven for the homeless"
"671","JcfMcSzT","It would be so awesome if it were a saltwater pool especially for lap swimming."
"672","wwCYANHQ","I would use the local pool in PT more if hours were longer and less crowded for laps"
"673","B5Ci7XtY",""
"674","oIC4IiTT","Kid swim lessons!!!! Adult swim lessons!!!! Decent length lap pool!!! More lanes for kao swimming!!! Thank you :-)"
"675","X0fgWM8c",""
"676","VTC4JzQp",""
"677","orEB355p","We regularly visit the Mountain View Pool.  Port Hadlock is too far for us to travel for lap swim.  Buses from PT do not run frequently enough to accommodate the non-driving population’s utilization of a Port Hadlock pool.  Our household wants to see Mountain View pool maintained, and we would pay a sales tax for that.  Another concern:  Nearly all of the high school swim team members are PTHS students, so if Mountain View is not maintained, approx. 20 students would need to be bussed to Hadlock 6 days a week.   We would pay a sales tax to support Mountain View.  We’re not in favor of doing anything that will lead to the closure of our existing pool."
"678","3xfWox7g",""
"679","9EDTdy9Y",""
"680","z9DTtytg","Please include a 1/8-mile indoor walking track, such as the Silverdale YMCA has. It would also be nice if we could choose our preferred water temperature for showers. (Mountain View showers have one temperature - you can't take a cold shower.) Diving boards would be great as well."
"681","xiCKj1gR",""
"682","RCC4LFG2",""
"683","yYfPMcy2","I'm so grateful that the location has been changed to Port Hadlock. This makes it so much more accessible to the broader community community and hopefully increases the support to achieve this very important goal."
"684","onCYx1xx",""
"685","b9C4zXEJ",""
"686","m5Ci8CqF",""
"687","dsDT2ImF","I’m so glad to hear of the pivot from building the new aquatic center in Port Townsend, to the much more central location of Port Hadlock!    I think it will better serve jeffco residents as a whole and provide the much underserved community of working class families a well deserved outlet to community engagement, opportunity and accessibility close to home."
"688","rMCifGl5","I am unlikely to use an aquatic facility much, however, I think it could be an important facility for the community in many ways."
"689","VSCYPiCO",""
"690","UFCYmCct","This would be an amazing resource!!!"
"691","mFB6ACJS","Would love the pools to be non-chlorinated!"
"692","OrCYEmWQ","We need a “build a pool, Save a life’ campaign like they had in PA when they got their pool up and running. Or at least something to oppose the ‘no pool tax’ signs.   I would love it if we had something very similar to the PA pool. It’s so nice there, but I hate driving so far to go. People of all ages would benefit from this resource!"
"693","HqC4wVLN",""
"694","uCCKMGR4","Locating the pool in mid-county is an essential part of making this a reality, not because I live here, but because the overwhelming majority of county residents that are below median household income live outside of port townsend. Cost of transportation and overall accessibility must be a huge focus when considering who will most be able to access the pool/athletic facilities. Thank you for this survey!"
"695","wrB669Dd",""
"696","b9kBhBqk",""
"697","a4EBwaJw",""
"698","CqCYtVbP",""
"699","lWB6Qya1","The location next to the Tri-Area Community Center is a better location than the one next to the library because of parking issues.  Parking is a huge issue at current pool.  Nest to library is also going into a more crowded and residential area."
"700","LdCKMv7o","I am so excited for this facility! It is very needed and my family will use it a ton and be so grateful. Happy to pay the tax because it is important!!!"
"701","EWfUkIWK",""
"702","T2CYlT7C",""
"703","uIDTjvpX",""
"704","jWCKlINw","Even though I live next to Mountian View Pool, I support the more equitable placement of the pool in Port Hadlock. I want more access and investment in all of Jefferson County!"
"705","PyB64Msw","Some people have commented that we don’t need a pool because we’re surrounded by water.  It’s BECAUSE we’re surrounded by water that we need a pool!  I wonder how many people are out there in boats/paddleboards/kayaks etc. that don’t know how to swim - INCLUDING the school groups that the maritime center instructs!  Kids -and adults - cannot learn to swim in 50 (or less) degree water.  I suspect most of the people that are against a pool don’t know how to swim, or are uncomfortable in water. Access to a pool could change that.   It doesn’t need to be an elaborate facility - we don’t need a water park - just a well thought out pool with 6 lanes that could be used for everything from recreational swims/lessons/swim team/water aerobics…. All this can be accomplished with a well thought out schedule.  FAR more people will use a pool than a golf course,( which seems to have the most attention these days).  I’ve never seen kids on that golf course, and golf will not save your life.  The golf course is already there. Leave it alone and let’s get a pool for the masses that WILL use it!  If you build it, they will come."
"706","rRCYTSqQ","I appreciate the centralized location. I live very near Mountain View and I only go about once a year because it just isn’t very enjoyable. I do think it should be as easily accessible to all county residents as is reasonable and this is a good location. Good hard thought and input will be needed to ensure we get a facility that is attractive without being a “Taj Mahal” pool. The regressive sales tax option is problematic but that’s a function of a large statewide systemic problem. I suspect two-tenths of a cent will be more palatable to more voters than a property tax assessment. I think another overlooked aspect of having this pool and having it where it would be is further building the connections between Port Townsend and Chimacum/Quilcene students."
"707","IgknyyD0","As a regular swimmer I do see the pool to be used for a lot of people for health purposes and wellbeing!"
"708","A8ktJEyD","While this is not a facility I would likely use, I understand the community need for a place for kids to learn to swim and some recreation.  There are many who oppose a tax, and I have wondered if a non profit where people who want to use it could pay a periodic membership and/or benevolently donate might work?"
"709","kyko6WZI","Fitness center, cardio and weights"
"710","hmCiJwbG","We need a therapy pool that is warmer than current swimming pool. I would have been a regular user for years if there were a pool that was warmer.  My muscles cramp in cold water."
"711","4oC4AQ4f",""
"712","dOEBnplJ","I hope there will be programs and open use time during evening and early morning hours, to make it available for people who have full time jobs."
"713","D2EBwudE",""
"714","ulCijwzF","We need to know just what is being proposed.  I would vote for a simple pool and locker room, but not something more extensive than that.  There are some very poor people in this county who just cannot afford more taxes.  How about a local income tax for people (like me) who could afford it."
"715","P9CKL4LG",""
"716","V2CKGTEN","Thank you! We sincerely need this center!"
"717","h4EB3VJ7",""
"718","4FB6dWqy",""
"719","FgCYaZcX","I am an enthusiastic supporter for the new Aquatic Facility for Jefferson county!  Thank you for location selection."
"720","rADTnN7K",""
"721","EYEBPgMh","Allow independent, private developers to bid on and build aquatic centers, housing developments, stores, restaurants, hotels, golf courses, everything. The development restrictions in Jefferson County are absurd and will lead to long lasting inequality and infrastructural decay. This pool is never going to happen unless it is built by a private developer. I can also say that there is absolutely no way I will vote for this to be tax payer funded at any level. I would however rejoice in private development of any kind in Jeffco."
"722","9qC41Q6t","If includes a climbing gym, we’d use nearly every day"
"723","iNCiCpUd",""
"724","FjCiwNby",""
"725","zTDTEsKF",""
"726","eaB6DRd0","Thank you for asking these questions. My children and grandchildren really need to have a community place like.this."
"727","5iC4NUEc",""
"728","DcCi97pE",""
"729","0UCKskND","I think it’s a great idea to have it located in the county rather than in PT city limits.  I would definitely take water aerobics & swim laps. Thank you."
"730","7eEBbCHV","I love the idea of a pool/recreation facility located in Port Hadlock near the library and elementary school. Though I do not have kids myself, so I answered no too many of the questions about childcare, I think it is extremely important to provide childcare and youth education opportunities. I am a farm worker so I would absolutely love to have access to a sauna, therapeutic opportunities, and lap, swimming. The idea of community spaces, community kitchen and shower facilities is also really important for our community and exciting! I personally have so much excitement about the climbing/boulder gym idea. Bring climbing to Jefferson County!! Bouldering or ropes I would definitely use frequently and know many people who would be excited about this. While I am supportive of a sales tax to fund this project, I wonder if there is a tax that can be focused on people with the higher incomes to fund it as well."
"731","ubCincvz",""
"732","wVCYD4M2",""
"733","n0CicpWz","I have never used the one we have nor do I plan to use a new one. I do wholeheartedly support a new pool center"
"734","gfDT7hKK","This county is divided into three segments the rich the poor and the elderly. The current pool in PT mostly caters to the old who have time in the morning or afternoon to use the facilities. The youth have almost been completely eliminated  from using pool cause of limited hours of operation. Also young families with infant or toddlers can’t access the pool after working hours cause of staffing shortages. I personally don’t give two shits if the pool gets built if my kid doesn’t  get the opportunity to use it, after we the working class get off of work.  With that being said I would tread lightly with the idea of building a giant aquatic center. Not everybody in this community is rich and our a trust fund baby, many of us are working class and with the rising cost of amenities food and future county and PT road tax not to mention the 2019 IDD levy that was passed. Pockets aren’t as deep as they once were."
"735","KpCYOAnR",""
"736","FoCKHHhD","I'm so excited about this potential pool and center! I hope this happens!!! My husband and I are planning to be foster caregivers, and so this space will be especially useful for us!"
"737","xqCKpIoa",""
"738","T2B6m1m4",""
"739","jIfP38bD",""
"740","HMEBtVEX",""
"741","O8kx6MTv",""
"742","nNEB9UUG","In reality I would rather see aging infrastructure repaired such as the sewer pipes in PT and aging waterlines from the reservoir before starting a project like this. But I support what the majority chooses"
"743","2MCiqNDG","Having access to showers and a gym for lifting weights and cardio would be absolutely amazing. I would also love to participate in dance classes for adults! This would be an amazing resource and even though I don’t have kids and only answered for myself, my friends have had a horrible time trying to access affordable childcare that takes state vouchers. It would be awesome if those kinds of programs were part of the facility r adjacent to them."
"744","JjkER0J7","It appears someone wants a new aquatic facility just not south county. Why force it on people just carve out south of the 104. Have that portion of the population that what use of the facility, pay a higher out of district fee."
"745","BkB6XVZv","Two pools is critical. One warm for water walking and therapy and one cool for lap swimming. The current pool is too cold for one group and too hot for the other and no one is happy. I currently think it is WAY to warm and find it deeply off-putting, but know the opposite is true for water walkers."
"746","5SDTZwx7",""
"747","RNDT4zRR",""
"748","lSB675rh","I would have liked to have seen a ""once a month"" option on the how often would you use the facility.  I do support the idea of this center in Chimacum. I especially like the idea of it being configured for more uses along with the pool."
"749","CvCYX7CS","If there was a bouldering wall I would go there all the time!!!! What an amazing opportunity to pair up another type of recreation that is not currently available in Jeffco"
"750","WTCikkYZ",""
"751","2aCYZkc9",""
"752","ajDTKzCk",""
"753","lgDTt08d",""
"754","GzCKid05","This is much needed! Hope it happens soon"
"755","HIDTe0D3",""
"756","gACij8lP","I would love to have an aquatic space that works for lots of people the community. While I do not have children, I do want them to have a safe multipurpose space. I love the idea of having things other than water activities. I can imagine myself Going there weekly and if it’s a great space, I could potentially use it more."
"757","DTC4jAUt",""
"758","m6DTHLn1",""
"759","fpB6zSde",""
"760","rsDTniUK","I would like this center to be designed especially for young people.  There aren't enough healthy activities for them in Jefferson county."
"761","dxCizwqv","Don't make it cheap and shitty."
"762","1mfUgd7E","I’m so excited this is being planned for port hadlock! We need more community resources like this south of PT."
"763","Sfk5Wd6C","Need to have family  Membership"
"764","qBC4tZdH","Often I go to the rec center in Victoria BC when I visit family and one thing I’ve noticed is that their hours are very extensive. I think that is a huge important factor in this aquatic center, making income and being able to sustain itself as of right now, the swimming in the area we have closes at four or five or sometimes six and so working class families are not able to use it. During the week. They have gyms that are open till nine in multiple rooms. They have wonderful amenities. They do farmers markets in the winter inside. They hold events for Christmas markets. You can rent out rooms for birthday parties. They offer safe Havens for people to get out of the elements and to move their bodies. It’s wonderful to see old and Young altogether in a community. I am very excited that this might possibly happen in Port Hadlock. I think this community would greatly benefit from having such a facility for families and multigenerational folks to use. As well as add to a small employment pool."
"765","SzB6gkZt","An aquatic facility  in East Jefferson County is essential for the future of our community."
"766","t4fl2XdZ",""
"767","pfEBs6qq","Our family is very interested and supportive  of a centrally located Aquatic/Activity Center in the Port Hadlock/Chimacum area. We would use it often. We would not support a levy or tax increase (and would vote against) if the proposed Center was placed in the City of Port Townsend."
"768","wjfA7AJ4",""
"769","8SB6tirt","I would implore whomever is designing the center to use saline instead of the toxic amount of chorine currently being used in mountain view pool."
"770","NZC44EDl",""
"771","VxCKGM65","I would support the tax for a climbing gym but don’t think there is anything so wrong with the Mountain View pool."
"772","Jzk1aF5F","I don’t think I would use but I think this is vital for the health of our community and supports families. I’m so excited of the talk to move to Port Hadlock"
"773","kCCKjE4b",""
"774","8iEBuPxc","We have a duty to provide swimming education to our children, who are surrounded by sea water.  We need a public pool.  Since it looks like we need to start fresh, we should assure that the pool will meet the specifications for swimming competitions so our school kids can compete locally and host tournements here.  We also need therapeutic access for injured and elderly people.  I never get into a swimsuit if I can help it, but that is irrelevant to me.  Obviously we need a public pool in our county.  Thanks for your efforts."
"775","Jtk87pIC","NO"
"776","tZkq8YE2",""
"777","7BC4s2iz","Build a pool and drop this mega facility nonsense. Nice physical move in the right direction but would be better suited closer to marginalized county members"
"778","LECYx61r",""
"779","CjkOe12c",""
"780","EiC4azUO","It is important for younger folks."
"781","huCYmCLQ","We would LOVE to have a pool with some of these proposed offerings!!"
"782","ZQC4dJol",""
"783","QvCYXv9R","Port Ludlow clubs meet our needs and then some. We would be very unlikely to make use of the proposed Aquatic Center. That said we might vote for the tax nonetheless if it is clear who will benefit - school kids especially. It would be very helpful if Commissioner Brotherton and the Task Force stopped presenting this as if it's a done deal - all that does is inflame opposition. And, please, no more ridiculous arguments like it will be a tourist attraction. Finally, don't dig into funds dedicated to other purposes - like the Lodging Tax. If it is so highly supported then the champions need to raise the $160000 (or whatever) to start the PDF and get the tax on the ballot!"
"784","3bCiippb",""
"785","hCEBGVL9",""
"786","UjC4nYYY",""
"787","eDkjeoYm",""
"788","E3B6mqTU","As a parent and resident of Quilcene it is very exciting to hear of this. We need this so badly, Port Townsend ymca is just too far for accessible weekly use. However I worry about adding more sales tax. I’d love to see some more progressive ideas around funding that doesn’t land so hard on families that are already struggling to stay in the area and small businesses struggling to stay open. Homes and second homes valued at over million? Local private land owners sitting on investment property? Got a yacht? What a great way for the wealthy to give back to our community. I’m hoping this to be thought about more equitably. Thanks!"
"789","vSEBovX6","I am so just excited about this possibility with a family of 4. We don't like to drive all the way to Port Angeles for a good pool appropriate for our 5 and 2 year old..."
"790","EvCih7bM",""
"791","lzf9hc4c","Very excited for this!!! Really hopeful it will be Salt water."
"792","nZCiZg7l",""
"793","LREBC86E",""
"794","eckXhhxL",""
"795","foC4GEiX","This is a need, not a want. We need places for our children and teens to gather and have activities to do in the Hadlock area. I use the current pool 3 to 4 times a week. I would love for the facility to have a gym that I could access with my membership."
"796","n4CYiFXH","Thank you!"
"797","4MCKhiac",""
"798","mkB6agZ1","Very excited about h to e prospect of having a new aquatic and recreation facility in Port Hadlock!"
"799","mPCirV7t",""
"800","5rkszI4J",""
"801","B3CYWlFT",""
"802","fmB649WQ",""
"803","USB6F2zU","Need INDOOR REC AREA...games rooms...chess, board games, cards. Basketball, Fitness equipment, creative dance, individual and group activity equipment. An indoor space for exercise and socialization for the grey rainy days.  NO POOL==MAINTENANCE IS $$$$.  The pool narrows the usage to a select few.  An large indoor rec center will utilize a far larger % of our population. Much cheaper maintenance and probably even safer."
"804","y0CKWM15",""
"805","6lB6zX19","No to your pool"
"806","71Ciz6xn","Salt water/non chlorine pool please! Will likely not use if chlorine"
"807","uYfC0fLi",""
"808","6CCKmTMK",""
"809","6SC40wbH",""
"810","EJCipF3s",""
"811","6bB6t1cd","The pool is important for our youth. Kids need a facility in order to compete in aquatic sports and for recreational activities. Kids need to learn to swim, families need time together doing healthy sports, and anyone may need a therapeutic pool at some time in their life."
"812","rlCiZzxV","I’d love if there was a cafe and family oriented indoor space. Even a an arcade and roller rink would be amazing. At the very least a kid-friendly pool with a lazy river."
"813","ZnC4HTGg","I would use the pool more if it was in PT"
"814","zeky2m0N","Stop the insanity of taxing everyone out of their homes"
"815","XOC4shhC","We can’t wait to enjoy this important addition to our community!"
"816","bQDTN9KZ",""
"817","l9EBng5I",""
"818","TlEBswPk",""
"819","3JEBtEXv",""
"820","wBCidD1t","Need more specific info on sales tax funding!   The more INDOOR recreation space the better because of our unpredictable weather.   Gym space for adult and kid rec leagues!! Basketball and volleyball, etc."
"821","kYCKqRWG","This seems exciting and could be really useful for the community, especially considering how many families live in Hadlock, Chimacum and Quilcene. My family would be most interested in swimming in a local pool that is a saltwater pool, I don’t think we would visit frequently if it was just straight chlorine. Many local families would likely agree. Sauna/steam room would be lovely. I love the idea of some sort of outside splash park area for children."
"822","dvC4X6tf","I very much support the building of an aquatic center and am enthusiastic about the proposed location."
"823","PoC4GquI",""
"824","7qkpM1J4","I prefer a saltwater pool"
"825","vLC4IKkz",""
"826","I4C4Cypb","Build it…ASAP!"
"827","2hC4eAeO","Many more urgent needs for residents."
"828","sGkB1lpM",""
"829","MdfxLidM","Although I don't have Young children, I support activities for children very strongly!"
"830","8zC4j9d4","Glad a Hadlock/Chimacum location is being considered."
"831","dzfD9kw8",""
"832","4iCinxqC","I don’t have children yet, but having a facility the provides services for children/ childcare and ongoing youth programs is important to me."
"833","9fCKpygr",""
"834","TdfWmyRQ","I support many taxes to benefit other residents, but I feel that an aquatic center should be funded and supported by the people who want and will use it."
"835","KYfkiTqw",""
"836","29C4f3aJ",""
"837","dWCiSMlD","Hadlock is the perfect place for such a regional treasure. Kids and adults alike need community minded exercise options. Kids aren’t learning how to swim now and it causes danger in many outdoor situations."
"838","27CYq60x",""
"839","5Tf9nD0m","Our family would definitely use an indoor pool for water aerobics if it were in Port Townsend. The location seems too far away from the main population center. I doubt we would drive to that location for a pool unless we needed it for physical therapy and there was no closer option."
"840","HzC4iW6p","I think that it is imperative that we have an excellent and versatile aquatic center in East Jefferson County and would be willing to support it with additional donations."
"841","hyCYb8Ul",""
"842","2ACYaPEs",""
"843","KrB6Mtdo","Port Hadlock is an ideal location for a county facility. Please plan for a sufficiently sized parking lot. Multi-use spaces in addition to pools would be wonderful."
"844","gzCKnGhn","I miss having a pool to use for lap swimming and if we had easy access to one I would use it several times a week."
"845","LOB66wwl",""
"846","SSDTtuHB","If pickleball facilities were added I would use it often. Especially if it was a covered court. No Pickleball then I don’t support a new pool. Please put this tax on groceries and prescriptions. If it’s going to be used for physical therapy then the healthcare professionals need to be helping fund this. If they do t help, then no access to the facilities."
"847","TYCYD2qK",""
"848","FPEBsQvP","We go to the Mtn View pool frequently with our seven year old who also took swim lessons there. We wish there was more opportunity for swim lessons and other programs for youth and adult. Our child is also interested in competitive swimming eventually. As our household has two former lifeguards, a serious swimmer and a pool loving kid, we would be very excited and supportive of a new pool. We would happily travel from PT to Port Hadlock for it. In addition my local father in law is a dedicated (daily in the summer in local lakes) swimmer and would use this pool extensively as well.   Having a good community pool is so important to our county. We live surrounded by the ocean and teaching all of our children to swim and general water safety is incredibly important for safety. Thank you!"
"849","Q8CKjPvP","the youth of the county deserve a place to go as well as swim team.  The county has never had any facility to use.  The Port Ludlowites  have their private facilities.  Why would only county residents be responsible for tax to pay for this.  It is  time that county people stop driving into PT for everything"
"850","xuC4Sv3V","We love the idea of a pool in our area. I think it makes a lot of sense having it centrally located in Port Hadlock-Irondale. This area has the potential to grow significantly with the sewer system and Habitat for Humanity housing development. I appreciate you considering the needs of young families such as ours as well as the other young families who will soon have affordable housing and not forced to move away like many of our friends have."
"851","EFCYMxfN","Our beautiful county is surrounded by water and it is very important to me that my children (and all Jeff Co children) learn to swim. Currently we drive 45 mins to sequim for swim lessons, which is interruptive to our family’s busy schedule. We are so grateful and excited that this facility will be coming to Port Hadlock!"
"852","RkfXDLbk",""
"853","7iCihtw6",""
"854","ypB6mn9P","Keep up the good work. We desperately need this"
"855","jBfGwk2s",""
"856","ReDTLdjC","Water slides and splash/play features have always been a big hit with my family, and I love the idea of a rock climbing/bouldering gym.  Another thing to consider would be a community resource for camping/gear/outdoor rental facility offering equipment and information to help people access the wilderness around us."
"857","InB6oMU7","Don’t try to have everything or it won’t get built. Just build a swimming pool."
"858","a6C4n3vg",""
"859","eafSn3qW",""
"860","qUEBxpPf","No more taxes Start go fund for pool, gladly donate but no new taxes."
"861","uvCKoFwn","Port Townsend hasn’t proven itself capable of operating a large venue such as this project. Just look at what has happened to Fort Worden in the last few years and no one on city council has ever run a successful business that I am aware of. You think the golf course was gushing money. Just wait until you put in a pool. The only way I see it working is if the pool and the facilities are turned. Over to the YMCA."
"862","IHCYfpTs",""
"863","ckfcDpcz","It would be amazing!!! I would probably go a lot with my nieces and nephew too."
"864","oSCitB6z",""
"865","H5C48ToU",""
"866","GFf45a1K","Need this for health and wellness of community and to attract families to the area.  If we aren’t a growing community we are a dying community.  We need to support growth!"
"867","aQEBCS1T",""
"868","qOf0Y0sK","Thanks for all your hard work thus far. Good luck!!"
"869","6SCK35iR",""
"870","FJDTahBE","An aquatic community center is important for health, families, community connection and safely learning to swim."
"871","t1DTgZxv","used the pool daily when younger.we support uses for younger people -my daughter used the pool daily as a teenager. healthy place for younger folks to go and recreate"
"872","PKkdQzZA",""
"873","iZkzkUMq",""
"874","zSfYIe4B","Please make it a beautiful community center where teens feel welcome and their swimming trophies can be displayed.  Please go visit the library in Winthrop, and you can see the fireplace, the low shelving and the big windows.  Think about design!"
"875","8FDT9O0H",""
"876","gjCiVVej",""
"877","XJkarC20",""
"878","tCCYU4zg","Build it."
"879","yKCKtpXE",""
"880","C8C4eYYk","It seems foolhardy to build this facility outside the major population center of Jefferson County. This location risks building a facility that will be underutilized. It will be all but inaccessible to children in lower-income households in PT. It also guarantees increased road traffic and continued dependence on single occupancy vehicles, together with accompanying air pollution and collisions. Please consider a site in or near PT that would mitigate the many downsides of this suburban location."
"881","9UkWCqta","I would be much more likely to use the pool if it was in port townsend and not in port hadlock."
"882","b7B6ttlv",""
"883","x1B6yD68","Why not a HEATED outdoor pool open in the summer? Why unheated? Sounds crazy at this latitude."
"884","5TB6I9K3",""
"885","XQB6RIgP","I question the location choice.  It seems to be based average driving distance based on anywhere in the county, rather than average commute time for each county resident.  More than half of the population lives within 5 miles of port townsend.  There are more commute options for a larger segment of the population as well.  Biking, walking, more public transportation, driving shorter distance.  Also adds less congestion to the one road in and out of town.  Your question ...would you support an aquatic center was tied to the comment that you plan to locate it in port hadlock.  You may have received more useful data had you separated out those questions.   Do you support an aquatic center.  Separate from a question listing location options."
"886","kOkTqkyT",""
"887","7ukEtHWM",""
"888","GUCKIqzL","Better location than PT. Thx for that."
"889","kUfSvt8e",""
"890","y9CKaU9a","West Jefferson Co. residents should pay NOTHING for a pool they’ll never use; bulk of cost should be swimmer’s & next East Jeffco dwellers contribution to ensure local kids can swim, a safety factor. If fru-fru is included in development, all $$ should come from facility users. Do not ask working families with no or very little call for hot tubs & yuppie coffee to contribute to the wealthy’s country club! Don’t be a Trump!"
"891","GtkGSYF2",""
"892","PtC4r7fy",""
"893","fkEBd4Lx",""
"894","sLB6W2Xe",""
"895","AxCiQHlc",""
"896","uyCiilYW","The pool is the most important thing, not all the add ons like group fitness, coffee bar, pickle ball (we have a lot of pickle ball courts alread, imho) and it shouldn't compete with other existing businesses like the athletic clubs. That is one thing that created a lot of opposition the first time this came up."
"897","TzC4DTXJ","My Mother was very involved with the building of the Bainbridge pool.  She and the other parkboard members traveled to many different communities and looked at pools.  They decided after years (It took years and many times voted down by the public our family voted no until the last year.) They went the route they did because they found all the extras would attract the off visitors to come and help pay for the rest of the pool.  I am pretty sure it worked.  But we are a different area and there are already fancy pools close.  So I think if a pool is built here a know frills pool is best and remembering that many of us live here to be without the frills and gimmicks of other places.  I would rather my tax money be spent on the purchase of a swim beach park in Quilcene but can see the benefit of a pool and would probably take my littlest to swim lessons once in her life.  Who knows maybe when I am an old lady I would go swim some laps at 6am twice a week.  Thanks for listening."
"898","sSC4Zerr","Public transportation to the facility is important. Most of the people using the facility will come from Port Townsend as that has the greatest population. Offering transportation will be important to many"
"899","2ZkDAnk8","bouldering / rock climbing gym please"
"900","DECYJTPk",""
"901","RKB6Jjqw","I’m surprised that the commissioners did not consider the findings submitted by a robust volunteer council that did intensive research to select the new location.  Additionally, while I’m interested in the idea of a community recreation center, it disturbs me that funding overlooks the terrible cost of living crisis and houselessness & housing instability so prevalent in the county. Additionally, south and west country receives absolutely nothing and it feels like a kick in the teeth to tax them for a community center that is not accessible to them when they have barely any county support where they’re at; Brinnon doesn’t even have a clinic. I’m not opposed to a rec center by any means but the priorities of the local officials are deeply disturbing."
"902","6MEBcY85",""
"903","DYB63aSY",""
"904","ZnB64cEp",""
"905","U1fXiiHV","We believe this would be a good asset to the community and support child care through this facility."
"906","vXfp5WEH",""
"907","fMkRJXkR","I like the new site that is more centrally accessible for Jefferson county and close to schools and the library for youth and kids. I don't use the pool because I can't handle chlorine but I am more than willing to support the facility for our youth and kids especially."
"908","pLB6Omp1","I think it is important to offer these kinds of amenities to the community as a whole.  If we want families to live here, we need to provide appealing facilities."
"909","2AC4CDrA",""
"910","REkRBmgP","Have lost all confidence in pool management by YMCA. THEY SEEM MORE INTERESTED IN SOCIAL ENGINEERING THAN serving the needs of the community."
"911","UqC4b4EA","I'd keep the aquatic and rec facility on the small side. I was at the Pinedale,WY Aquatic Center. https://www.pinedaleaquatic.com/ It was amazing, paid by oil money. Now that the money isn't flowing, they're in trouble."
"912","ZaDTxN11","I will only support it being built at Chimacum Park, not next to the primary school by the 70 units of housing being built. Next to Chimacum Primary might seem like a good location because all those new units have easy access but it is not a good location for the rest of us.  We would even prefer keeping the current site in Port Townsend over the location next to the primary school. Additionally, Chimacum Park (next to the High School) would be very convenient for High School programs.  We need to support families more and not just the elderly. We need it by the high school!"
"913","X5CKJNBw",""
"914","IDfQEEg5",""
"915","mUCKGcfA","Please make the pool salt water and use as limited chemicals as possible. I will not be able to use the facilities if they were heavily chemical."
"916","UsCKXPVy",""
"917","2PEBPdv5","Locating in Hadlock is an accessibility game changer for S County, fully support this facility"
"918","JpfUe1Rh","Our family has wished for a pool nearby for many years."
"919","mwCKWjN5",""
"920","NLCiZ3wT",""
"921","jIDTpeJf",""
"922","6kfF9U6Y","Please make it Saltwater! I would be more inclined to swim. I would be interested if there has been a survey at the Mountain View Pool to determine what the average commuter distance is for swimmers attending. Of course I would prefer to have it in PT a closer commute for me."
"923","WqEBljvC",""
"924","nHfsvBcg",""
"925","YcB6v7s2","I think funding for the effort should not be a burden on county residents who do not use the pool or use taxes/revenue that could be spent on efforts of more widespread value to the community than a costly pool.  The BOCC needs to abandon the overly zealous support of this effort"
"926","8hCYysFd","I am an ex-lifeguard and certified Water Safety Instructor. I don't swim regularly but I believe that teaching swimming to every child is very important, especially since we are practically surrounded by dangerous waters."
"927","fKB658b0",""
"928","03fOdxcS",""
"929","vxDTCkuh","Deep water aerobic later than 7:30 a m."
"930","Xzk7LVZP","The new pool should be a standard 25m or 50m."
"931","ppB6peue","Port Hadlock is a better choice than Port Townsend but I am concerned about low income residents in Qulicene and Brinnon paying for a facility that would be a long drive and for whom the facility would likely not be of much value."
"932","A0CiRLPG",""
"933","HTEBJH2o","It is a fair drive from PT and I wouldn't use it."
"934","OvEB1xq1",""
"935","plCYTsZB",""
"936","j6DTE9gi","I'm very supportive of this effort and would make good use of a new facility. Right now we're driving to Sequim or Silverdale once or twice a week to swim because the hours at Mountain View don't work for us.  It would also be great to have a space for other classes like yoga or Pilates & community gatherings. Thank you for your efforts!"
"937","fTky78p4","I would like to have a gym with cardio equipment like an eliptical and treadmill,  and a weight lifting area like the YMCA facility in Sequim.  Although we no longer have youth or young children,  we fully support providing competition swimming capacity and all levels of childhood opportunities related to fitness."
"938","0mB6XOB1","We don’t want to raise our taxes to pay for a pool in PT!!!!!"
"939","nCfzXB0j",""
"940","AVCiUhxV",""
"941","6uB6Hbve",""
"942","wMfy0Hdn",""
"943","abB6OpzV",""
"944","SfB6GbZ4",""
