Response.ID,Comments
pJDTAa0Y,My answers do not include how strongly I feel about school age kids in Jeff Co having the opportunity to use a new recreational facility that is centered around their activities- not mine or my age mates(75+).  Let’s do this for the kids and locate it in Port Hadlock!
Cqk3vddS,For the health and well being of this community it is needed!
p6C4Rnvv,I would be more likely to use the pool if it were in Port Townsend.  I hope the city will close the Mountain View pool which is a drain (pun) on city finances
Xrf5qhft,Multi purpose in all areas       Add diving well
bfB6RlPB,I am enthusiastic about this opportunity becoming a reality! I realizing the importance of pool water fitness and its value for all ages! Aqua aerobics is a fabulous way for seniors to stay fit without gravity!!
0FCiaDFw,"When my children were young they all became members of the PT swim team and attended many swim meets at other pools.  Of course this was after taking swim lessons.  I also swam on an adult swim team that attended meets with other adults. Those were good years. Now as an older person, I would be at least enjoying the therapy part of using a pool. It is easier on the body to do therapy in a pool and I would enjoy the hot tube area if available."
vQC4rbti,Note the age(s) of the respondent.
ZrEBLnWu,It would be a dream come true!
LUCKEZa0,Work on housing before you do this.
Brk8aDuZ,Very important to community. It really is a necessity. Love the idea it can be used for all ages.
UfCY1TCW,"There were no questions about disability friendly innovations or programs. I would like to see this in the options.  Hot tubs yes, how about cold plunge or cold room facility?  I would like to see this as a walkable facility to get too. Less cars. Please plan all of this with a walkable neighborhood vibe for those of us who already live in the area. I know there will be cars, but if you make it walkable to those who live here, then there will be less cars. Bike lanes too.  The taxes. Times are hard. Get creative with those less fortunate on fixed incomes or disabled home owners. They are the ones who are going to hurt or be pushed out of their homes to fund stuff like this. They live in Hadlock because it is more affordable. What will you do for them to stay here while we improve our county offerings.? The taxes need to be less painful for those people who have been here a long time and are just trying to survive. How do they get to have access to an amazing space, but still afford to eat or pay for their house? Sone can afford these taxes. Some cannot."
idB6bJTX,"Public transport links could be extended, especially in the early evening. There is a 3 hour gap before the last #6 bus scheduled to return to Port Townsend."
TeDTioHr,Fix the current pool. People are already over taxed and struggling. Why would you keep adding to their burden?  For many people it takes away from their food budget. Very disappointing.
8YCYmc3s,I don't think it's fair for non users to have to help pay for this luxury.  Plus the increased traffic would be detrimental to the peace and quiet we enjoy out here.
xzC4dc5Y,Building a Sprung type structure is less costly.  Landscaping can soften the appearance.  Adult Daycare might be nice considering the age of community members.
taEBYm0T,It’s likely I’ll be gone before this is ever built.
4TEB9LQG,I support the efforts to build a new aquatic and recreation facility in East Jefferson County.
bZDTSqFz,I think this is great! I would likely support a small sales tax to help pay for it but I would like to see more information about how much it’s going to cost and other sources to pay for it.
JCB6dRco,We’ve been waiting a long time. Let’s make this happen.
DBC4KILG,It would be great to have a masters adult swim program there.
QLCYt6pL,Get it done before we have no pool
F1CiXfoC,The City of Port Townsend should partner with the YMCA  to build and operate a pool within the city limits. Leave the County Commissioners out of it. I don't want a pool in Chimacum.
jwB618R1,I may use it more as I age. I really hope for kayak practice here instead of driving to PA.
JCB62S2O,We don't need a big fancy pool! Fix the existing one! We can't afford a new pool! Our town is on the brink of being bankrupt within 10 years! We need to stop spending frivolously!
DOk0UyW1,"""Dry"" facilities--including weight and aerobic exercise equipment--will reduce and perhaps eliminate the need to subsidize operation of the aquatic facilities."
UJEBwK5x,"operate twice-daily shuttles between the Aquatic Center and locations of large user groups, e.g., Port Townsend, maybe Port Ludlow; or help self-organizing shuttle groups from locations like Cape George, Quilcene,etc., the goal being to minimize new traffic generation and to assist non-driver groupings such as older seniors, students, etc."
PxCYmzAP,"I understand why the county wants the site in Port Hadlock.  However, I live in Port Townsend, which is the biggest population center in the county, and it would not be convenient for me to make it to Port Hadlock frequently.  Port Townsend really needs its own adequate pool."
AnDT6h5r,Do not build this pool using any kind of tax dollars. It will only serve the community of Port Hadlock and it is wrong to increase taxes county wide for an unwanted pool. We can not afford more taxes. When does the spending stop?
L5CKXRUj,I would love to have a pool at the park near Chimacum High School
VbC490NY,"Way too many Christmas Tree Ornaments on this.  We do not need a lazy river or other things.  It will not be a major tourist attraction, nor will it attract more high roller real estate investors. People come to our area from urban environments to enjoy our natural features. We just need a basic pool for the year around folks.  Swim lessons are important along with water aerobics.  Stop trying to duplicate services that are available in our community.  Also, more honesty as to the full impact of the tax increase."
y8CKAGov,I'm very excited at the prospect of a new aquatic center.  Traveling from my home to PT takes 30-35 minutes which is not a great incentive to go to a pool with erratic hours.
Zpku3rIr,There are so many other needs in the county that should be addressed first.
NYEB8iBQ,"Dedicated lap swimming lanes at LEAST 25 yards (meters even better!) in length.   In any case, please don’t build a short pool (20 yards) like the Mountain View pool. It shortchanges youth—they need to be able to swim in at least a competitive pool. Us older folks like it too. Thank you!"
IFC4A0II,Glad to hear this project is moving forward
cvf56weM,"I am a Port Townsend resident and am a frequent pool user.  I swim laps 2-3 times per week, take my 3 year old grandson once a week, and my 11 year old granddaughter is a member of the swim club.  The pool in Port Townsend is very busy with people of all ages.  I am very happy you are doing this survey now.  It should have been done before  the committee made its report to the city council.  Even though there are more people living in the Tri Area, how many adults are potential pool users.  I’m sure the facility would be well used by kids. Since the demographic of Port Townsend is older the pool is an essential facility for maintaining health.  I’m not sure how many older residents would make the drive down to Port Hadlock.  Thank you for reading this."
pcB6uk1L,Our family has been wanting to have this since moving here. (20 years)  Please find a way to do make it happen.
KXDTOKXz,"I am concerned about the financial sustainability of the proposed facility for two reasons: 1) The 2014 YMCA Market Feasibility Study concluded ""The Mt. View Commons location is well accepted by the market, but the Port Hadlock location is not. If the Y were built at Port Hadlock we estimate that the forecast would have to be reduced by about 50% of the forecasts shown in the report.""   2) The non-aquatic amenities being considered do not include some of the largest revenue producing one such as exercise and weight equipment. Self-sustaining aquatic recreation centers (such as the Sequim Y) need these to be financially sustainable (not including debt servicing).  This means that the PFD funds will be needed for operational funds and thereby this reduces the PFD resources that can be used to service debt."
MhB6V3C3,So excited about this project! Thank you!
VCffPFam,"I don’t use the Mountain View Pool. I really dislike the existing pool. I swim at  Ft Worden instead, but would rather have a good pool for lap swimming 3-4 times a week (and maybe for old people water polo)."
Y1CiT6rD,I think it is fantastic that Chimacum/Pt Hadlock area will have access to a community facility.  It’s about time!
lcCYVV4U,My son and I REALLY hope this facility and all its trappings happens!!!!!
LCkM7RYw,"I think a yoga studio away from the noise of the pool and an adult rock climbing area would be great! Bonus points if the gym has a running / roller blading track around the perimeter! Thank you for asking these questions, very thoughtful!"
POC49ayt,Really looking forward to this facility!!!
GGCiD3AU,The funding should be provided by use of the facility. People who don’t use it should not have to help fund it
YACYQT0F,Please build us an awesome center like port Angeles! I would be most likely to use if it was salt water or very low chlorine and full length.
13fmjT8o,I am a dedicated user of the PT pool and I live in PT.  I think you have made good choice for a new pool site.
3efEpsrP,Good luck!
JJB6rw8Y,"Please consider the pros and cons of those new  types of community pools that that quick to install and surprisingly durable/long-lasting, if properly maintained. I think they were featured online as being made of very durable vinyl, and showcased by several small, active communities to serve the public: schools with competitive swimmers, etc. and could also be built indoors within a sports complex with a small indoor track above the pool's perimeter!."
NXk3oLt6,This should be a privately funded project not a tax for everyone. This is being rammed down everyone’s throat at the behest of a few rich people that don’t want to spend their own money! It’s a loud NO from me dog!
b1fsiWF2,I think the spot you picked is great
vnDTUab9,"I hope this survey will be effective in assessing the level of interest in the facility.  I don't expect to use it, but I  think it's really important for families, schools, avid simmers, and older people."
VFkJHCeG,"I worked at Mountain View for almost 8 years, was on the high school and club teams and coached and participated in two renovations of that facility. It needs to be replaced. We have a very important need for aquatic instruction in our community!"
nRfR1Wfk,This is so important - thank you! I would appreciate different pools to accommodate the various temperature needs of different aquatic activities.
GXfqcgU1,An Aquatic and Rec facility is needed. Just keep uppermost in planning that we are a rural collection of villages and one minuscule town or a large village. We are not Bellevue!! Modesty should be our guide vs the grandiosity from elsewhere!
TmB6MLF8,Our community needs this. Thank you!
YKCiYUV7,"Glad it is going in Hadlock.  Wonderful opportunity to have it by the library, school, and new habitat development."
93CKGPHp,This is not needed and I don't want this next to my home or the traffic that it will bring
6QDTO648,"I would like to see public showers available  for walkins with a reasonable price (Less than $10), - no membership required - for those living in 'compromised' situations who just need to get clean.  Being able to get clean is healthy for mind, body and necesaary for holding down a job."
IaDTEI5L,My husband and I are in our 80's.  How LONG would we have to wait for a new pool to be DONE??
mXB6zHHx,Sauna in addition to lap pool would be good
dukUKh1S,The pool should have been left at mountainview. The negotiations where within a hairs breadth of a great deal for everybody. A minimal tax for the public. The county commissioners from outside the city vetoed it because they were afraid of losing voters. Most of the people that use the pool are closer to mountain vew than chimicum. More traffic on our 2 lane highway. Deeply dissapointed in the decision to move the pool!
esCYDfVw,Thank you for a well planned process.
JdkZ8Euc,Taxes are too high already
vSffgAzf,Important for the children of Port Hadlock to have affordable access.
2mf4V8P0,"Honestly, the pool needs to be in the most populous area of the county, PT, or have air pollution ( vehicle emissions) become a problem.  I would like the opportunity to complete a survey of this sort for PT, it was never offered!  This makes it totally unfair.  The last attempt suffered by voting by yard sign!!! That is not democratic!!"
DwC4I5ll,"I had polio in 1954 and had to stop my 1.5 mile daily walks a couple of years ago because of leg weakness. Swimming is the perfect exercise for me. It's why, as a teenager, I because a very accomplished swimmer. We had a small cottage on a lake in Michigan. I would swim the 3/4 mile across the lake and back at least once a week, plus every day swimming and diving."
KOB6XgFT,"Having a pool / hot tub that is accessible would be a godsend. I would use probably 4 out of 7 days a week.   I was doing that when covid broke out.     I raised three boys and we swam at the current pool ,  I taught them all how to swim well before the age of two,  because we live by so much water knowing how to swim and what to do in emergency is necessary to know in my opinion."
JnDToM7d,Our community’s health and well-being needs this pool! Having these facilities will keep families here in this loved place. Please do research on the benefits and positive outcomes of access to aquatic centers in rural communities.
ewDTcogq,We don’t need any new taxes. Already being taxed out of our homes. A lot of us are on a fixed income and can’t afford this.
gGCYDfUc,Hoping we can move forward on this. Would be so great to include a cafe and some informal gathering areas so it could be socially community building!
M8CYfY3A,"We already have 4 pools in Jeffco, one in Sequim, one in Poulsbo and one in Silverdale."
vlC4e1Ai,"Because I live in Quilcene, an aquatic center in Hadlock is MUCH more appealing to me than a center in Port Townsend. I would use it primarily for therapeutic purposes."
pDCijLCq,When Maureen Joyce sold this property for a school to be build she was still one of the biggest advocates for keeping this town rural and the push for this outrageous property and taxes from non locals who have history here it only hurts this community and families that have been here for generations.
1iCKv0Ne,Many other more important things to use taxpayer money for.
TVC4jiBH,Hope this works out for our county. Like the concept of Port  Hadlock even though I live in Port Townsend
qiklwO9g,I would like it to offer arthritis exercise class.
pckxM9ub,"Really hope this gets passed! Us parents have a difficult time attending city meetings to provide our perspective due to children's activities and all that comes with parenting. So, I feel our voices are underrepresented in public discussions. Thanks!"
HsCYVcea,"The location is not ideal for the majority of Jefferson County kids, adults, and seniors.  The 20 mile radius used in the analysis ignores the number of miles traveled by users.  A Port Townsend location is much more practical and earth friendly!"
ilDTSLS2,Good luck! Thanks for doing this.
Z3fDx3nF,It sounds very interesting. It is very necessary.
j3DTnAR9,We need more access for youth in this area to succeed! Youth Basketball has such a need for more gyms! We have kids that want to accelerate their levels but there isn’t enough gyms to accommodate the alternative programs. I’d love have swimming lessons accesible to help them gain confidence.
LECijRkw,Absolutely support this facility. Glad the location has been picked. Seems to benefit a larger part of the community in that location.
8IC4efqQ,"The survey questions sound like the plan is for an outdoor unheated pool. We think an indoor pool is crucial. We also think there need to be adult free swim times so we could do water aerobic or physical therapy in the pool. Earlier questions in the survey regarding our current pool use: the Mountain View pool is awful, we don’t use it. Other places we have lived and had access to a pool, we swam at least once a week. Best of luck. We are loooong overdue for a better aquatic facility for our kids, for our aquatic safety, and for the better health of the county."
ACDTtK5v,Super opportunity to build community resilience and connection through healthy activities! We’re all for it!
7cCK7yhV,"An aquatic recreation facility is very important to the community. It is used by residents of all ages, from small children to senior citizens."
PKfogzzf,We live in a marine environment. Everyone desrves lifesaving training in water. Prefer a first class aquatic-focussed center to spreading among multipurposes too thin. Also would like to see preservstion of gsrden learning space  for the school. Support focus on children and youth-hopefully open 7 days and long enough hours for various populations of swimmers. Thank you for all the work invested and opennessto community input.
qREBORfA,"Seems like the wrong location. Port Townsend, city limits, makes the most sense for density, walkability and access to other amenities while visiting the pool. Hadlock is closer than our favorite pool in PA so that’s good - just hope the users show up so it doesn’t go broke!"
vcC4FVBG,NO NEW TAXES
BrCYi6MB,"Just build something, anything! We need a pool. Whatever we can actually get done and approved is what we should do."
73fLKD84,STOP SPENDING MONEY YOU DONT HAVE! Quit trying to steal more of my paycheck!
rFDT2M3G,We are a multi generational local family of 6 who uses MVP 3 times a week each. As boaters water safety is critical for this community and we use this pool to teach all our kids and their friends. We all use therapy pools for arthritis
r2foM3Ud,It would be a great addition to our growing community.
q1C4Qars,Think location near county library an excellent idea.
E2fauW8A,We back it 100%. The youth need this.  The 55+ need this.  Please make it a reality.
mWCYhObs,"If you can find a way to prioritize children and families then I will consider using this facility. Considering the sad state of many other public facilities (drug and alcohol paraphernalia, mental health crisis playing out, etc), I cannot imagine taking my child to this facility unless I know it is actually going to be a family friendly location. If we can’t guarantee these things, then it is not worth the tax dollars. Frankly, I’d rather support these kinds of facilities through our school districts, so that we limit the traumatic exposure to the children in our community."
F7DTZ5sp,Increasing taxes for everyone to support a facility that comparatively few residents will use is unfair.  Charge a sufficient usage fee on those that use the faculty to construct and maintain it.  Seniors like myself on fixed incomes do not need or want the extra tax burden for something we won't use.
lIkTg099,"This is absolutely critical for the health of my growing children and myself and husband as we age. Without a good aquatic center we are less likely to retire here. Aquatic fitness is unparalleled for rehabilitation and health. We need warm water and a steam sauna too for our health living in such a damp/cold climate. Additionally, swimming is a basic survival skill that all kids in our county need. We are surrounded by water and yet so few children know how to swim. Please please make this project happen."
bvB6cb5G,Having it in Port Townsend matters more than something fancier or additional facilities further away from here
FxftImWl,I'm very concerned about long-term operational costs if we expand the scope of the project beyond aquatics.  We need a funding solution that doesn't burden west county for an amenity they will never use.
J6B6cQnT,we need a new pool. period. I would use the pool more than once a week for myself and bring my grandkids more than once a week . I would take advantage of classes if offered for myself and grandkids. Every kid needs to learn to swim and our aging population needs to have water therapy options
TKB6CYS1,"Jefferson county is pushing families out with how much we already pay in taxes. Theres not enough jobs and housing here, why cant we focus on that first? You will tax us out of this community and have an empty pool and building to show for it, the schools will soon be the same. This is so wrong and i don't know why people cant see why its so expensive to live here, i wanted my kids to grow up and graduate here but i don't see that happening if we lose our house to how much our mortgage goes up. I am sorry but i am against the idea. I feel its wrong to force people to pay for a swimming pool."
p1C4dyGt,This center would really help strengthen local community and give the youth a healthy environment to spend time after school.  This county really needs vibrant community center.  It has done well in PA at the Shore Aquatic Center.
D2EBoqGd,"Keep the pool in the city limits of Port Townsend , not using tax dollars"
0NEBVZlE,I prefer to swim in natural water and do not support spending money on a facility when there are so many water venues available
9eEBXffg,I am completely against it
Bfk2vabQ,Teach Zumba or Aqua zumba
kHB6dtz3,The children/families in this town need more recreation options.  Thank you for considering this and keeping that in mind.
DACKPlft,"Don't try to get too fancy with extra like gym or pickleball. Focus on a pool.  Like Bainbridge or PA.   Lazy river, kid area, lap area, sauna hot tube.  Meeting room to rent out for parents.   We'll equip locker rooms. Don't get me wrong the extras are great. But it's been 35 years of discussing a new Y pool with all these extras and no way to accommodate all. So maybe just focus on a pool."
w6CYdhJS,"I have zero interest in an additional tax to pay for this facility. Since all the data collected to date indicate only a tiny percentage of the population would ever use it I don’t believe the population at large should be underwriting it in any way, shape, or fashion. There are far higher priorities in the county that should be addressed before this is considered."
6TCiNfcZ,"I have been swimming at MVP my entire life, and competitively since I was five. I know how important it is to have a new facility in a central location in order to give access to every part of the county, but I do not think Port Hadlock is the best location. Currently, I try to use MVP as much as I can, but know that if the pool is in Hadlock, I could not bring myself to spend the resources driving twenty minutes to swim. I  believe building a pool in  Port Hadlock would significantly decrease the number of PT residents able to use the facility. I think the best, most central location would be in an area close to the U-Haul, which would provide equal access to all Jefferson County residents."
fzC493f3,"I would like to suggest forming a ""special district"" for the tax base. The people in western Jefferson, who would not travel this far for a pool should not, and would not, support a tax for this pool, and the proposition will fail. By developing a ""special district"" the tax will target those most likely to use the facilities."
GpCilHJq,"Very important for youth in area to learn to swim since we have water around us. This would aid to their safety and allow them to more fully enjoy the water (surfing, kayaking, swimming, boating, etc.)"
e0CiptTt,"As usual, the major population centers want to force the rest of us to pay for something that will not benefit the rest of us. When someone visits Fort Worden, the residual spending, (gas, groceries, restaurant, recreation,) all go to Port Townsend and the Tri- Area. Nobody leaves Fort Worden and drives to Quilcene or Brinnon to spend on those residuals. The location of the aquatic center, (Hadlock, preselected as the site indicated in this survey,) will greatly benefit the tri-area again excluding Brinnon, Quilcene and, of course, the west end of the county. Still, your expectations are that we will gladly help pay for something that we in the more neglected corners of the county will not directly benefit from is the norm and, like the Port of Port Townsend levy from a few years ago, will be shoved down our throats and we will be paying out even more in taxes in this less than inspiring economy."
PNk3MJZE,"It’s a very positive effort that benefits everyone. My only concern is keeping it affordable for lower-income folks, including any taxes that may be necessary. Also, curious about public transportation options. Thank you!!"
s8kJ4Juz,The endeavor is a fool’s errand. We would not use and have no interest in investing via tax or otherwise to support this initiative.
yEkAXOb0,"As a newcomer to the area, I find it very upsetting that Jefferson County would expect those of us in the Southern part of the county be penalized financially for something we will not be able to utilize. I believe that Brinnon has suffered enough through recent and previous actions for things that Brinnon has to contribute financially to. I think its time to re-evaluate this project.  As mentioned, I am new to the area from out of state and truly upset and disappointed that Jefferson County has fought the new resort development so hard in Brinnon. So do you think that Brinnon does not deserve it? One thought is...why would JFCO not want those additional tax dollars that could help Brinnon thrive and become an area similar to Port Ludlow? This town has so much potential and if that were approved, this small town might actually become a highlight to the county instead of being a thorn in JEFCOs xxxx!   I am at the point I would like to sell and I am one of the most expensive home in my neighborhood and because of all the actions recently, I would never be able to recoup the outrageous price I paid for my home. To say I regret coming here is understatement. Please consider helping this town become something, not penalize it with useless projects that will not benefit  us and give us the resort! Maybe consider that if Brinnon had this to bring in more financial contributions to the county, the citizens would not object as much to things in other parts of the county."
icEBLbpA,Yes please!!! The pool in Port angeles is the best! Literally my kids love it and make the drive so often I'd love to have one just in hadlock!
dNCK3ITQ,Child swim lessons would be amazing!
70Ci1YJV,Much like the reason we drive to port Angeles is the fact the aquatic center is designed with not only adults in mind. With Jefferson County not having anything for Children I think it would be important to design an aquatic center that makes the area more appealing to tax paying families with children. A lazy river or splash pad would bring more families and use. A square pool is going to make families continue to give money to outside counties. The short drive is not going to outweigh the amenities found other places. Instead of being cheap I would rather pay more in taxes and entry to an appealing aquatic center. There are enough private pools in the area that are squares designed for lap swimming. A diving board and lazy river appeal to all ages.
bwfYRCgj,"I've been wishing for one to be close by for years. I truly hope this happens and I hope it stays affordablefor families. The youth and the community need this. Having a place to go during bad weather especially, which is majority of our year."
NACYa4Ie,We need a new pool!  Let's get started!!!
J1fNVQXB,"Well chosen location, thank you. Central to the county in a much needed development area."
tZEBe7lW,"I grew up swimming at mvp, my first job was as a Lifeguard there, I've seen first hand how important the pool is to all age demographics of Jefferson County. Throughout high school I was lucky enough to have my great grandma drive me to swim team practice every day after school and morning dive practice on weekends but many kids, especially those farther into west jefferson missed out on the opportunity to participate due to the distance/lack of transportation. Our current pool as loved as it is has been holding our local swimmers back in a number of ways, it's not standard length nor deep enough for diving. Because of that we couldnt hold meets at our home pool and had to commute to sequim for dive practice, thankfully the coach was willing to drive us all himself. A new aquatic facility in a more central area of Jefferson County would greatly benefit the whole community and widen the opportunity to participate in aquatic sports for more young people in our area."
ZnEB8lS9,"Love the work y’all are doing to make this happen, and I hope it all works out!"
f0EBMiVI,"Please just build a pool, I have multiple chronic illnesses and it is an ideal form of exercise for me!"
u5CYtqVG,I was hoping it would be at the property across from HJ Carroll park. That area could use positive development and would have more parking.
tIB639uQ,"If there was a lazy river, I’d be there daily and support it 100%z Also, I filled this out for me and my husband, but we have grandchildren in the area, and we’d take them all the time, and they’d need all the activities and teen programs, as well as the lessons, etc., and stuff for younger kids. Even though their parents will hopefully fill out the survey, we would be the ones taking them a lot of the time."
UVDT4N15,I think the Port Hadlock location is a terrible long term planning decision that will make sprawl and the resulting greenhouse gas emissions & traffic worse. I'm sad that bad politics has led to bad policy.
kfB6tRLr,What a fabulous location. Nearby schools and homes with kids that will thrive with a facility like this!
jqDTZdLo,Id like to see activities for young kids with developmental disabilities
aMEBmc53,"Although my kids are ready to leave for college, I think about what we would have loved when we were a young family. A large, state-of-the-art pool facility would have been a dream come true in Jefferson County and we would have used it all the time. I hope that we can bring this valuable resource to the families of Jefferson County, and not shortchange them in favor of louder, older voices."
X5kd4xEE,Both my children learned to swim at the local pool and went on to competitive swimming. Kind of sad the peninsula doesn’t have a real swimming pool.
XoCYTjoD,"I think it's a positive step to have this facility in the Tri-Area as that's the most likely area for family affordability.  Although I'm unlikely to use the pool, I support it.  I'm a PT resident"
OjkVtylM,"So excited about these prospects! I grew up swimming in the PT pool, and now take my 16 month old for swimming lessons in the SAME POOL! I’m thankful it’s there but it’s so in need of some updates. Really looking forward to sharing a new pool with my family and community members! Thanks for doing what you do! We support a new pool!"
iYC4rDSF,"The facility should focus first on families, including toddler, youth, and teen options. I would be more likely to support a tax for the cost if the design and programs to be offered were known (including schedules, etc.) and family focused. I’d also be more likely to support a tax for a different larger site that could support more activities, facilities, and parking. Consider a special temporary tax (like seattle did to pay for the new stadium) so residents feel confident the tax will only pay for the facility and once it’s paid for go away"
AjEBz3RC,"Don’t ask the full county to help pay for this. Too many folks live too far away, and too many folks are non swimmers. It’s a sure way to sink this before it even gets off the ground. And don’t build something super extravagant trying to be something for everyone. It’s an aquatic facility. Stick to aquatics."
0MCiQY47,We don't want another sales tax increase for a pool we will never use. Senior citizens are being taxed to death these days!
73EB3yjW,"As a disabled veteran, I've found water exercises quite beneficial."
mACiNoso,It needs to support as many people as possible. My answers are for my demographic.  I'd love to be able to swim for fitness!!
yfCKtY64,I would love a new pool! The Mountain View pool has not been updated since I participated in the middle school swim team 15 years ago and the state of it keeps me from visiting the pool at all in 2025. The cost of a YMCA membership is
7DC48nSO,The facility doesn’t need to become a haven for the homeless
JcfMcSzT,It would be so awesome if it were a saltwater pool especially for lap swimming.
wwCYANHQ,I would use the local pool in PT more if hours were longer and less crowded for laps
oIC4IiTT,Kid swim lessons!!!! Adult swim lessons!!!! Decent length lap pool!!! More lanes for kao swimming!!! Thank you :-)
orEB355p,"We regularly visit the Mountain View Pool.  Port Hadlock is too far for us to travel for lap swim.  Buses from PT do not run frequently enough to accommodate the non-driving population’s utilization of a Port Hadlock pool.  Our household wants to see Mountain View pool maintained, and we would pay a sales tax for that.  Another concern:  Nearly all of the high school swim team members are PTHS students, so if Mountain View is not maintained, approx. 20 students would need to be bussed to Hadlock 6 days a week.   We would pay a sales tax to support Mountain View.  We’re not in favor of doing anything that will lead to the closure of our existing pool."
z9DTtytg,"Please include a 1/8-mile indoor walking track, such as the Silverdale YMCA has. It would also be nice if we could choose our preferred water temperature for showers. (Mountain View showers have one temperature - you can't take a cold shower.) Diving boards would be great as well."
yYfPMcy2,I'm so grateful that the location has been changed to Port Hadlock. This makes it so much more accessible to the broader community community and hopefully increases the support to achieve this very important goal.
dsDT2ImF,"I’m so glad to hear of the pivot from building the new aquatic center in Port Townsend, to the much more central location of Port Hadlock!    I think it will better serve jeffco residents as a whole and provide the much underserved community of working class families a well deserved outlet to community engagement, opportunity and accessibility close to home."
rMCifGl5,"I am unlikely to use an aquatic facility much, however, I think it could be an important facility for the community in many ways."
UFCYmCct,This would be an amazing resource!!!
mFB6ACJS,Would love the pools to be non-chlorinated!
OrCYEmWQ,"We need a “build a pool, Save a life’ campaign like they had in PA when they got their pool up and running. Or at least something to oppose the ‘no pool tax’ signs.   I would love it if we had something very similar to the PA pool. It’s so nice there, but I hate driving so far to go. People of all ages would benefit from this resource!"
uCCKMGR4,"Locating the pool in mid-county is an essential part of making this a reality, not because I live here, but because the overwhelming majority of county residents that are below median household income live outside of port townsend. Cost of transportation and overall accessibility must be a huge focus when considering who will most be able to access the pool/athletic facilities. Thank you for this survey!"
lWB6Qya1,The location next to the Tri-Area Community Center is a better location than the one next to the library because of parking issues.  Parking is a huge issue at current pool.  Nest to library is also going into a more crowded and residential area.
LdCKMv7o,I am so excited for this facility! It is very needed and my family will use it a ton and be so grateful. Happy to pay the tax because it is important!!!
jWCKlINw,"Even though I live next to Mountian View Pool, I support the more equitable placement of the pool in Port Hadlock. I want more access and investment in all of Jefferson County!"
PyB64Msw,"Some people have commented that we don’t need a pool because we’re surrounded by water.  It’s BECAUSE we’re surrounded by water that we need a pool!  I wonder how many people are out there in boats/paddleboards/kayaks etc. that don’t know how to swim - INCLUDING the school groups that the maritime center instructs!  Kids -and adults - cannot learn to swim in 50 (or less) degree water.  I suspect most of the people that are against a pool don’t know how to swim, or are uncomfortable in water. Access to a pool could change that.   It doesn’t need to be an elaborate facility - we don’t need a water park - just a well thought out pool with 6 lanes that could be used for everything from recreational swims/lessons/swim team/water aerobics…. All this can be accomplished with a well thought out schedule.  FAR more people will use a pool than a golf course,( which seems to have the most attention these days).  I’ve never seen kids on that golf course, and golf will not save your life.  The golf course is already there. Leave it alone and let’s get a pool for the masses that WILL use it!  If you build it, they will come."
rRCYTSqQ,I appreciate the centralized location. I live very near Mountain View and I only go about once a year because it just isn’t very enjoyable. I do think it should be as easily accessible to all county residents as is reasonable and this is a good location. Good hard thought and input will be needed to ensure we get a facility that is attractive without being a “Taj Mahal” pool. The regressive sales tax option is problematic but that’s a function of a large statewide systemic problem. I suspect two-tenths of a cent will be more palatable to more voters than a property tax assessment. I think another overlooked aspect of having this pool and having it where it would be is further building the connections between Port Townsend and Chimacum/Quilcene students.
IgknyyD0,As a regular swimmer I do see the pool to be used for a lot of people for health purposes and wellbeing!
A8ktJEyD,"While this is not a facility I would likely use, I understand the community need for a place for kids to learn to swim and some recreation.  There are many who oppose a tax, and I have wondered if a non profit where people who want to use it could pay a periodic membership and/or benevolently donate might work?"
kyko6WZI,"Fitness center, cardio and weights"
hmCiJwbG,We need a therapy pool that is warmer than current swimming pool. I would have been a regular user for years if there were a pool that was warmer.  My muscles cramp in cold water.
dOEBnplJ,"I hope there will be programs and open use time during evening and early morning hours, to make it available for people who have full time jobs."
ulCijwzF,"We need to know just what is being proposed.  I would vote for a simple pool and locker room, but not something more extensive than that.  There are some very poor people in this county who just cannot afford more taxes.  How about a local income tax for people (like me) who could afford it."
V2CKGTEN,Thank you! We sincerely need this center!
FgCYaZcX,I am an enthusiastic supporter for the new Aquatic Facility for Jefferson county!  Thank you for location selection.
EYEBPgMh,"Allow independent, private developers to bid on and build aquatic centers, housing developments, stores, restaurants, hotels, golf courses, everything. The development restrictions in Jefferson County are absurd and will lead to long lasting inequality and infrastructural decay. This pool is never going to happen unless it is built by a private developer. I can also say that there is absolutely no way I will vote for this to be tax payer funded at any level. I would however rejoice in private development of any kind in Jeffco."
9qC41Q6t,"If includes a climbing gym, we’d use nearly every day"
eaB6DRd0,Thank you for asking these questions. My children and grandchildren really need to have a community place like.this.
0UCKskND,I think it’s a great idea to have it located in the county rather than in PT city limits.  I would definitely take water aerobics & swim laps. Thank you.
7eEBbCHV,"I love the idea of a pool/recreation facility located in Port Hadlock near the library and elementary school. Though I do not have kids myself, so I answered no too many of the questions about childcare, I think it is extremely important to provide childcare and youth education opportunities. I am a farm worker so I would absolutely love to have access to a sauna, therapeutic opportunities, and lap, swimming. The idea of community spaces, community kitchen and shower facilities is also really important for our community and exciting! I personally have so much excitement about the climbing/boulder gym idea. Bring climbing to Jefferson County!! Bouldering or ropes I would definitely use frequently and know many people who would be excited about this. While I am supportive of a sales tax to fund this project, I wonder if there is a tax that can be focused on people with the higher incomes to fund it as well."
n0CicpWz,I have never used the one we have nor do I plan to use a new one. I do wholeheartedly support a new pool center
