IP.address,Number_of_Responses,Unique_User_Agents,Unique_Cities,Unique_Ages,Unique_Mobile_Devices,Unique_PC_Devices,Avg_Time_Between_Entries_Min,Median_Time_Between_Entries_Min,Entries_Under_10min_Apart,Pool_Importance_Prop,TaxSupport_Prop,Pool_Importance_Prop_NonRepeat,TaxSupport_Prop_NonRepeat,Flag_Further_Investigation,Reviewer_Notes,Mean_Time_Taken_Seconds,Time_Taken_Range_Seconds,Mean_Time_Taken_Seconds_NonRepeat,Time_Taken_Range_Seconds_NonRepeat,Avg_Questions_Answered,Avg_Questions_Answered_NonRepeat,Prop_Duplicate_Responses,Unique_Response_Ratio,Hour_of_Day_STD,All_Mobile_User_Agents
24.113.172.227,2,1,1,1,1,0,2421.0,2421.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,522.5,355-690,513.0216091954023,23-3481,36.0,45.900689655172414,0.0,1.0,5.66,True
24.113.173.105,2,2,1,1,0,2,51683.0,51683.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,644.0,473-815,513.0216091954023,23-3481,36.0,45.900689655172414,0.0,1.0,1.41,False
24.113.173.171,2,2,1,2,1,1,20424.0,20424.0,0,"{'Somewhat important': 0.5, 'Very important': 0.5}","{'Yes': 0.5, 'No': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,732.5,539-926,513.0216091954023,23-3481,49.5,45.900689655172414,0.0,1.0,3.54,False
24.113.173.186,2,2,1,2,0,2,1101.0,1101.0,0,"{'No opinion/more information needed': 0.5, 'Very important': 0.5}","{""I don't know/need more information"": 0.5, 'No': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,215.0,193-237,513.0216091954023,23-3481,28.0,45.900689655172414,0.0,1.0,4.24,False
24.113.173.197,2,2,1,1,0,2,9797.0,9797.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}","{'Yes': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,421.5,374-469,513.0216091954023,23-3481,51.5,45.900689655172414,0.0,1.0,3.54,False
24.113.170.102,2,2,1,2,0,2,2048.0,2048.0,0,{'Somewhat important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,917.5,324-1511,513.0216091954023,23-3481,40.5,45.900689655172414,0.0,1.0,7.07,False
24.113.170.61,2,2,1,1,0,2,17221.0,17221.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,487.5,271-704,513.0216091954023,23-3481,48.5,45.900689655172414,0.0,1.0,0.71,False
24.113.169.42,2,2,1,1,2,0,71.0,71.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,464.0,426-502,513.0216091954023,23-3481,53.5,45.900689655172414,0.0,1.0,0.71,True
24.113.170.215,2,2,1,2,1,1,40208.0,40208.0,0,"{'Very important': 0.5, 'No opinion/more information needed': 0.5}","{""I don't know/need more information"": 1.0}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1065.0,396-1734,513.0216091954023,23-3481,53.0,45.900689655172414,0.0,1.0,1.41,False
24.113.173.225,2,2,1,1,2,0,30205.0,30205.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,553.0,494-612,513.0216091954023,23-3481,50.5,45.900689655172414,0.0,1.0,0.71,True
24.113.170.246,2,2,1,1,1,1,50703.0,50703.0,0,{'Somewhat important': 1.0},"{""I don't know/need more information"": 0.5, 'No': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,758.5,318-1199,513.0216091954023,23-3481,49.0,45.900689655172414,0.0,1.0,3.54,False
104.28.116.100,2,2,2,1,1,1,18580.0,18580.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,348.0,51-645,513.0216091954023,23-3481,28.0,45.900689655172414,0.0,1.0,2.12,False
24.113.169.194,2,2,1,1,1,1,37295.0,37295.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,344.5,301-388,513.0216091954023,23-3481,52.5,45.900689655172414,0.0,1.0,2.12,False
24.113.169.178,2,2,1,1,0,2,32865.0,32865.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}","{'Yes': 0.5, 'No': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,505.5,461-550,513.0216091954023,23-3481,51.0,45.900689655172414,0.0,1.0,2.83,False
24.113.162.58,2,2,1,1,2,0,17.0,17.0,0,"{'Somewhat important': 0.5, 'Very important': 0.5}","{""I don't know/need more information"": 0.5, 'No': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,217.5,200-235,513.0216091954023,23-3481,47.5,45.900689655172414,0.0,1.0,0.71,True
24.113.163.123,2,2,1,1,2,0,19165.0,19165.0,0,{'Very important': 1.0},"{'Yes': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1283.5,581-1986,513.0216091954023,23-3481,50.0,45.900689655172414,0.0,1.0,4.95,True
24.113.163.126,2,2,1,2,2,0,1348.0,1348.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,441.5,361-522,513.0216091954023,23-3481,53.5,45.900689655172414,0.0,1.0,1.41,True
24.113.163.43,2,2,1,1,1,1,552.0,552.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,273.5,178-369,513.0216091954023,23-3481,48.5,45.900689655172414,0.0,1.0,6.36,False
24.113.164.211,2,2,1,1,2,0,37036.0,37036.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,360.5,336-385,513.0216091954023,23-3481,49.5,45.900689655172414,0.0,1.0,4.95,True
24.113.165.164,2,2,1,2,2,0,2721.0,2721.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,447.0,378-516,513.0216091954023,23-3481,47.0,45.900689655172414,0.0,1.0,2.12,True
24.113.165.3,2,2,1,1,0,2,24.0,24.0,0,{'Somewhat important': 1.0},"{'No': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1580.0,347-2813,513.0216091954023,23-3481,47.0,45.900689655172414,0.0,1.0,0.0,False
24.113.165.50,2,2,1,2,2,0,4502.0,4502.0,0,{'Somewhat important': 1.0},"{""I don't know/need more information"": 1.0}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,311.0,90-532,513.0216091954023,23-3481,27.5,45.900689655172414,0.0,1.0,2.12,True
24.113.165.8,2,2,2,2,2,0,41783.0,41783.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,754.5,343-1166,513.0216091954023,23-3481,46.0,45.900689655172414,0.0,1.0,0.71,True
24.113.166.1,2,1,1,1,1,0,112.0,112.0,0,{'Somewhat important': 1.0},"{'No': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,226.0,173-279,513.0216091954023,23-3481,48.0,45.900689655172414,0.0,1.0,1.41,True
24.113.166.179,2,2,1,2,2,0,34516.0,34516.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,711.0,573-849,513.0216091954023,23-3481,53.5,45.900689655172414,0.0,1.0,0.71,True
24.113.167.10,2,1,1,1,1,0,9898.0,9898.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1060.5,407-1714,513.0216091954023,23-3481,51.0,45.900689655172414,0.0,1.0,2.12,True
24.113.167.248,2,1,1,1,1,0,532.0,532.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,604.0,275-933,513.0216091954023,23-3481,45.5,45.900689655172414,0.0,1.0,6.36,True
24.113.167.249,2,2,2,2,2,0,21657.0,21657.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,534.5,335-734,513.0216091954023,23-3481,52.5,45.900689655172414,0.0,1.0,0.71,True
24.113.167.52,2,2,1,2,2,0,29.0,29.0,0,"{'Somewhat important': 0.5, 'Very important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,431.5,254-609,513.0216091954023,23-3481,54.0,45.900689655172414,0.0,1.0,0.0,True
24.113.167.69,2,2,1,1,0,2,1737.0,1737.0,0,{'Very important': 1.0},"{""I don't know/need more information"": 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,332.5,214-451,513.0216091954023,23-3481,30.0,45.900689655172414,0.0,1.0,3.54,False
24.113.167.87,2,2,1,2,1,1,4097.0,4097.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,344.5,224-465,513.0216091954023,23-3481,22.5,45.900689655172414,0.0,1.0,2.83,False
24.113.167.97,2,2,1,1,1,1,15150.0,15150.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,400.0,300-500,513.0216091954023,23-3481,37.0,45.900689655172414,0.0,1.0,7.78,False
24.113.168.17,2,2,1,1,2,0,51249.0,51249.0,0,{'Very important': 1.0},"{'No': 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,476.5,393-560,513.0216091954023,23-3481,50.0,45.900689655172414,0.0,1.0,7.07,True
24.113.168.2,2,2,1,1,0,2,484.0,484.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,398.5,348-449,513.0216091954023,23-3481,39.0,45.900689655172414,0.0,1.0,5.66,False
24.113.168.42,2,2,1,2,2,0,996.0,996.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,648.5,350-947,513.0216091954023,23-3481,54.5,45.900689655172414,0.0,1.0,5.66,True
24.113.168.50,2,2,1,1,2,0,33126.0,33126.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,376.5,376-377,513.0216091954023,23-3481,42.0,45.900689655172414,0.0,1.0,0.0,True
24.113.168.51,2,2,1,1,2,0,79.0,79.0,0,{'Very important': 1.0},"{'Yes': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1314.5,1237-1392,513.0216091954023,23-3481,53.0,45.900689655172414,0.0,1.0,0.71,True
24.113.174.233,2,2,2,1,1,1,21401.0,21401.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,491.0,437-545,513.0216091954023,23-3481,37.0,45.900689655172414,0.0,1.0,2.12,False
24.113.169.136,2,2,1,1,0,2,201.0,201.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1640.0,762-2518,513.0216091954023,23-3481,50.5,45.900689655172414,0.0,1.0,2.12,False
24.113.173.93,2,2,2,1,2,0,23.0,23.0,0,"{'Not important': 0.5, 'Somewhat important': 0.5}","{'No': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,851.5,273-1430,513.0216091954023,23-3481,55.0,45.900689655172414,0.0,1.0,0.71,True
64.184.145.182,2,1,1,2,1,0,5820.0,5820.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,319.0,236-402,513.0216091954023,23-3481,55.0,45.900689655172414,0.0,1.0,0.71,True
24.113.174.245,2,2,1,1,1,1,62420.0,62420.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,250.0,233-267,513.0216091954023,23-3481,49.0,45.900689655172414,0.0,1.0,5.66,False
97.113.57.101,2,2,1,2,1,1,677.0,677.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,516.5,389-644,513.0216091954023,23-3481,51.5,45.900689655172414,0.0,1.0,9.19,False
72.165.13.166,2,2,1,2,2,0,27030.0,27030.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,435.0,241-629,513.0216091954023,23-3481,57.0,45.900689655172414,0.0,1.0,4.24,True
73.96.2.25,2,2,1,1,1,1,3034.0,3034.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,180.0,84-276,513.0216091954023,23-3481,16.5,45.900689655172414,0.0,1.0,2.12,False
75.172.45.157,2,2,1,2,1,1,1214.0,1214.0,0,"{'Not important': 0.5, 'Somewhat important': 0.5}","{'No': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,366.5,245-488,513.0216091954023,23-3481,53.5,45.900689655172414,0.0,1.0,2.83,False
75.213.62.254,2,2,1,1,0,2,11.0,11.0,0,"{'No opinion/more information needed': 0.5, 'Somewhat important': 0.5}","{'No': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,408.5,331-486,513.0216091954023,23-3481,50.5,45.900689655172414,0.0,1.0,0.0,False
76.140.16.190,2,2,1,1,2,0,5.0,5.0,1,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,372.5,366-379,513.0216091954023,23-3481,53.0,45.900689655172414,0.0,1.0,0.0,True
76.50.212.164,2,2,1,1,0,2,2813.0,2813.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,368.0,348-388,513.0216091954023,23-3481,32.0,45.900689655172414,0.0,1.0,0.71,False
97.113.13.46,2,2,2,2,2,0,37.0,37.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1135.5,507-1764,513.0216091954023,23-3481,53.0,45.900689655172414,0.0,1.0,0.71,True
97.113.169.67,2,2,1,1,2,0,18190.0,18190.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}","{""I don't know/need more information"": 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1649.0,225-3073,513.0216091954023,23-3481,53.0,45.900689655172414,0.0,1.0,6.36,True
97.113.170.96,2,1,1,1,0,1,153.0,153.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,493.5,373-614,513.0216091954023,23-3481,50.5,45.900689655172414,0.0,1.0,2.12,False
97.113.179.202,2,1,1,1,0,1,1543.0,1543.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}","{'Yes': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,348.0,203-493,513.0216091954023,23-3481,53.0,45.900689655172414,0.0,1.0,1.41,False
97.113.6.162,2,2,1,1,0,2,1639.0,1639.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,240.0,130-350,513.0216091954023,23-3481,48.5,45.900689655172414,0.0,1.0,2.12,False
71.212.39.126,2,1,1,2,1,0,6.0,6.0,1,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,241.0,228-254,513.0216091954023,23-3481,50.0,45.900689655172414,0.0,1.0,0.0,True
97.113.9.237,2,2,2,2,2,0,15962.0,15962.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}","{'No': 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,432.5,348-517,513.0216091954023,23-3481,50.0,45.900689655172414,0.0,1.0,1.41,True
97.126.115.25,2,2,2,1,2,0,20.0,20.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,615.5,430-801,513.0216091954023,23-3481,49.5,45.900689655172414,0.0,1.0,0.0,True
97.126.121.116,2,2,2,1,1,1,12070.0,12070.0,0,{'Somewhat important': 1.0},"{""I don't know/need more information"": 1.0}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,514.5,327-702,513.0216091954023,23-3481,48.5,45.900689655172414,0.0,1.0,6.36,False
98.239.91.167,2,2,1,1,1,1,262.0,262.0,0,{'Very important': 1.0},"{'Yes': 0.5, 'I am not a Jefferson County voter': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,369.0,367-371,513.0216091954023,23-3481,39.5,45.900689655172414,0.0,1.0,2.83,False
98.97.32.133,2,1,1,1,1,0,4522.0,4522.0,0,"{'Somewhat important': 0.5, 'Not important': 0.5}",{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,487.5,385-590,513.0216091954023,23-3481,49.0,45.900689655172414,0.0,1.0,2.83,True
